Ngrams,Class
who comes,positive
comes from,positive
from oakville,positive
wowed canada,positive
canada with,positive
with his,positive
his record,positive
record smashing,positive
smashing victory,positive
victory in,positive
in the,positive
the meter,positive
meter race,positive
race at,positive
from dallas,positive
won the,positive
and meter,positive
meter races,positive
setting a,positive
a new,positive
new record,positive
record in,positive
in the,positive
mcdonald s,positive
s wins,positive
wins s,positive
s african,positive
african trademark,positive
mcdonald s,positive
s corp,positive
and mcdonald,positive
mcdonald s,positive
s south,positive
south africa,positive
africa said,positive
said the,positive
the appeals,positive
appeals court,positive
court confirmed,positive
confirmed them,positive
them as,positive
as rightful,positive
rightful owners,positive
owners of,positive
of all,positive
all mcdonald,positive
mcdonald s,positive
s trademarks,positive
trademarks currently,positive
currently registered,positive
the acquisition,positive
acquisition of,positive
of first,positive
first mississippi,positive
mississippi s,positive
s fertiliser,positive
fertiliser operations,positive
operations is,positive
is of,positive
of great,positive
great strategic,positive
strategic importance,positive
importance to,positive
to mississippi,positive
mississippi chemical,positive
said mississippi,positive
mississippi chemical,positive
chemical chief,positive
netscape agrees,positive
agrees to,positive
to support,positive
support apple,positive
netscape communications,positive
communications corp,positive
gave a,positive
a boost,positive
boost tuesday,positive
tuesday to,positive
to apple,positive
apple computer,positive
computer inc,positive
s efforts,positive
efforts to,positive
to make,positive
make the,positive
the internet,positive
internet a,positive
a key,positive
key element,positive
element in,positive
the two,positive
two companies,positive
companies said,positive
said netscape,positive
netscape had,positive
had agreed,positive
agreed to,positive
to develop,positive
develop a,positive
a new,positive
new version,positive
version of,positive
of its,positive
its netscape,positive
netscape navigator,positive
navigator internet,positive
internet browser,positive
browser that,positive
that supports,positive
supports apple,positive
apple s,positive
s cyberdog,positive
cyberdog internet,positive
internet search,positive
search software,positive
software as,positive
as well,positive
well as,positive
as opendoc,positive
software backed,positive
backed by,positive
analysts said,positive
said the,positive
the move,positive
move underscores,positive
underscores apple,positive
apple s,positive
s commitment,positive
commitment to,positive
to developing,positive
developing internet,positive
internet technologies,positive
technologies and,positive
and extends,positive
extends the,positive
the relationship,positive
relationship between,positive
between the,positive
the two,positive
two companies,positive
companies at,positive
at a,positive
a time,positive
time when,positive
when they,positive
they are,positive
are both,positive
both facing,positive
stocks rise,positive
rise as,positive
as tech,positive
tech shares,positive
stocks rose,positive
rose tuesday,positive
tuesday as,positive
as technology,positive
technology shares,positive
shares rebounded,positive
and the,positive
the bond,positive
bond market,positive
market rallied,positive
rallied on,positive
on bargain,positive
bargain hunting,positive
hunting after,positive
after a,positive
a three,positive
at the,positive
the chicago,positive
chicago mercantile,positive
mercantile exchange,positive
exchange september,positive
september lumber,positive
lumber closed,positive
higher at,positive
board feet,positive
feet after,positive
after rising,positive
rising to,positive
to a,positive
the highest,positive
highest futures,positive
grains close,positive
oil price,positive
price rally,positive
rally stalls,positive
stalls after,positive
after hitting,positive
hitting month,positive
first two,positive
two canadian,positive
canadian banks,positive
banks post,positive
post solid,positive
solid q,positive
two of,positive
of canada,positive
canada s,positive
s six,positive
six major,positive
major banks,positive
banks kicked,positive
kicked off,positive
off a,positive
a rush,positive
rush of,positive
of quarterly,positive
quarterly bank,positive
bank earnings,positive
earnings reports,positive
reports with,positive
with better,positive
better than,positive
than expected,positive
expected profits,positive
profits on,positive
on tuesday,positive
justifying recent,positive
recent gains,positive
gains in,positive
the fourth,positive
fourth biggest,positive
reported a,positive
a profit,positive
profit of,positive
of c,positive
or c,positive
cents u,positive
u s,positive
per share,positive
share vs,positive
cents canadian,positive
per share,positive
with just,positive
just one,positive
one day,positive
day to,positive
to go,positive
go until,positive
until the,positive
the deadline,positive
deadline for,positive
for its,positive
investors worldwide,positive
called names,positive
to accept,positive
accept or,positive
or reject,positive
reject the,positive
the proposals,positive
lloyd s,positive
s is,positive
is hoping,positive
hoping that,positive
that the,positive
the support,positive
support shown,positive
shown by,positive
by names,positive
names will,positive
will be,positive
be enough,positive
enough to,positive
to declare,positive
declare the,positive
the plan,positive
